function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
15463;libtorch_python.so;pybind11::detail::function_call::~function_call();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind116detail13function_callD1Ev;;
15459;libtorch_python.so;pybind11::detail::instance::deallocate_layout();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind116detail8instance17deallocate_layoutEv;;
-1;kernel;timekeeping_advance;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";timekeeping_advance;;
-1;kernel;hrtimer_interrupt;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";hrtimer_interrupt;;
-1;kernel;dma_map_sgtable;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";dma_map_sgtable;;
-1;kernel;rcu_sched_clock_irq;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";rcu_sched_clock_irq;;
13359;libtorch_cpu.so;_ZN2at4_ops5copy_4callERNS_6TensorERKS2_b@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops5copy_4callERNS_6TensorERKS2_b@plt;;
-1;kernel;__rcu_read_lock;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__rcu_read_lock;;
12530;libtorch_cpu.so;_ZN2at4_ops4sqrt10redispatchEN3c1014DispatchKeySetERKNS_6TensorE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops4sqrt10redispatchEN3c1014DispatchKeySetERKNS_6TensorE@plt;;
11753;libtorch_cpu.so;_ZN2at4_ops13empty_strided4callEN3c108ArrayRefINS2_6SymIntEEES5_St8optionalINS2_10ScalarTypeEES6_INS2_6LayoutEES6_INS2_6DeviceEES6_IbE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops13empty_strided4callEN3c108ArrayRefINS2_6SymIntEEES5_St8optionalINS2_10ScalarTypeEES6_INS2_6LayoutEES6_INS2_6DeviceEES6_IbE@plt;;
-1;kernel;calc_global_load;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";calc_global_load;;
-1;kernel;cpuacct_charge;;0.02;0;;;;;;;"0,0,0,0,0,100,0,0,0,0,0";cpuacct_charge;;
11215;libtorch_cpu.so;_ZN2at9NamesMode10is_enabledEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at9NamesMode10is_enabledEv@plt;;
-1;kernel;finish_wait;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";finish_wait;;
-1;kernel;psi_group_change;;0.02;0;;;;;;;"0,0,0,0,0,100,0,0,0,0,0";psi_group_change;;
-1;kernel;__update_load_avg_se;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__update_load_avg_se;;
10750;libtorch_cpu.so;_ZN2at4impl22PythonTorchFunctionTLS18get_disabled_stateEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4impl22PythonTorchFunctionTLS18get_disabled_stateEv@plt;;
-1;kernel;pick_task_rt;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";pick_task_rt;;
-1;kernel;task_tick_fair;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";task_tick_fair;;
-1;kernel;update_load_avg;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";update_load_avg;;
-1;kernel;update_curr_se;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";update_curr_se;;
-1;kernel;call_function_single_prep_ipi;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";call_function_single_prep_ipi;;
-1;kernel;task_mm_cid_work;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";task_mm_cid_work;;
9272;libtorch_cpu.so;_ZNK3c1010TensorImpl8_fw_gradEmRKN2at10TensorBaseE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010TensorImpl8_fw_gradEmRKN2at10TensorBaseE@plt;;
8241;libtorch_cpu.so;mkl_blas_xsgemm@plt;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_xsgemm@plt;;
8143;libtorch_cpu.so;_ZN2at4_ops10as_strided4callERKNS_6TensorEN3c108ArrayRefINS5_6SymIntEEES8_St8optionalIS7_E@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops10as_strided4callERKNS_6TensorEN3c108ArrayRefINS5_6SymIntEEES8_St8optionalIS7_E@plt;;
7968;libtorch_cpu.so;_ZN2at4meta21structured_add_Tensor4metaERKNS_6TensorES4_RKN3c106ScalarE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4meta21structured_add_Tensor4metaERKNS_6TensorES4_RKN3c106ScalarE@plt;;
7625;libtorch_cpu.so;_ZN2at4meta26structured_sum_dim_IntList4metaERKNS_6TensorEN3c1016OptionalArrayRefIlEEbSt8optionalINS5_10ScalarTypeEE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4meta26structured_sum_dim_IntList4metaERKNS_6TensorEN3c1016OptionalArrayRefIlEEbSt8optionalINS5_10ScalarTypeEE@plt;;
7195;libtorch_cpu.so;_ZNK3c1010TensorImpl13autograd_metaEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010TensorImpl13autograd_metaEv@plt;;
7095;libtorch_cpu.so;_ZNK3c106ScalarngEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c106ScalarngEv@plt;;
7072;libtorch_cpu.so;_ZN2at18TensorIteratorBase13compute_shapeERKNS_20TensorIteratorConfigE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at18TensorIteratorBase13compute_shapeERKNS_20TensorIteratorConfigE@plt;;
6944;libtorch_cpu.so;_ZN2at4_ops3cat4callERKN3c108IListRefINS_6TensorEEEl@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops3cat4callERKN3c108IListRefINS_6TensorEEEl@plt;;
6567;python3.9;converttuple.constprop.0;getargs.c:500-528,getargs.c:538-539,getargs.c:557-562,getargs.c:569-573,getargs.c:579-581,object.h:422-422,object.h:628-630;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";converttuple.constprop.0;;
6437;python3.9;dict_copy;dictobject.c:2660-2662;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";dict_copy;;
6366;libtorch_cpu.so;_ZN3c104impl23ExcludeDispatchKeyGuardC1ENS_14DispatchKeySetE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl23ExcludeDispatchKeyGuardC1ENS_14DispatchKeySetE@plt;;
6362;python3.9;tuplerepeat;tupleobject.c:36-36,tupleobject.c:515-541,tupleobject.c:548-548,object.h:408-408;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";tuplerepeat;;
6284;python3.9;bytes_join;bytesobject.c:1820-1822;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";bytes_join;;
6239;libtorch_python.so;_ZN5torch5utils18is_numpy_availableEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch5utils18is_numpy_availableEv@plt;;
6199;python3.9;lru_cache_make_key;_functoolsmodule.c:799-857,_functoolsmodule.c:863-863,object.h:128-128,object.h:408-408;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";lru_cache_make_key;;
6099;libtorch_cpu.so;_ZN2at9NamesMode11set_enabledEb@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at9NamesMode11set_enabledEb@plt;;
6076;libtorch_python.so;_ZN5torch17FunctionParameter5checkEP7_objectRSt6vectorIS2_SaIS2_EEiPl@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch17FunctionParameter5checkEP7_objectRSt6vectorIS2_SaIS2_EEiPl@plt;;
5877;python3.9;PyRun_StringFlags;pythonrun.c:1085-1101,pythonrun.c:1107-1111,pycore_pystate.h:55-55;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyRun_StringFlags;;
-1;kernel;native_read_msr;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";native_read_msr;;
5795;python3.9;gen_close;genobject.c:352-366,genobject.c:377-383,object.h:408-408,object.h:422-422;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";gen_close;;
5781;python3.9;star_etc_rule;parse.c:5651-5661,parse.c:5672-5696,parse.c:5705-5717,parse.c:5724-5729,parse.c:5735-5741,parse.c:5748-5754,parse.c:5773-5775,parse.c:19971-19983,parse.c:19989-19992,parse.c:19999-20006,parse.c:20014-20022,parse.c:20029-20032,parse.c:20040-20052,parse.c:20058-20061,parse.c:20068-20075,parse.c:20083-20096,parse.c:20103-20106;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";star_etc_rule;;
5763;libtorch_python.so;_ZNSt8ios_baseC2Ev@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt8ios_baseC2Ev@plt;;
5760;python3.9;builtin_iter;bltinmodule.c:1503-1511,bltinmodule.c:1517-1518;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";builtin_iter;;
5704;libtorch_python.so;_Z16getPyInterpreterv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_Z16getPyInterpreterv@plt;;
5683;python3.9;PyObject_CallOneArg.lto_priv.20;abstract.h:177-177,abstract.h:185-189;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_CallOneArg.lto_priv.20;;
5536;libtorch_cpu.so;_ZN2at6native2toERKNS_6TensorEN3c1010ScalarTypeEbbSt8optionalINS4_12MemoryFormatEE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native2toERKNS_6TensorEN3c1010ScalarTypeEbbSt8optionalINS4_12MemoryFormatEE@plt;;
5447;libtorch_python.so;_ZNK3c104impl12PyObjectSlot25_unchecked_untagged_pyobjEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c104impl12PyObjectSlot25_unchecked_untagged_pyobjEv@plt;;
5415;python3.9;_PyErr_SetKeyError;pycore_pystate.h:55-55,errors.c:204-213,object.h:422-422;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyErr_SetKeyError;;
5354;python3.9;func_get_qualname;object.h:408-408,funcobject.c:319-322;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";func_get_qualname;;
5351;python3.9;func_get_name;object.h:408-408,funcobject.c:297-300;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";func_get_name;;
5332;python3.9;builtin___build_class__;bltinmodule.c:33-39,bltinmodule.c:48-51,bltinmodule.c:59-64,bltinmodule.c:70-77,bltinmodule.c:83-84,bltinmodule.c:90-93,bltinmodule.c:106-106,bltinmodule.c:112-152,bltinmodule.c:158-158,bltinmodule.c:164-170,bltinmodule.c:176-186,bltinmodule.c:192-206,bltinmodule.c:213-226,bltinmodule.c:248-253,object.h:408-409,object.h:422-422,object.h:430-430,object.h:496-496,object.h:628-628;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";builtin___build_class__;;
5319;libtorch_cpu.so;_ZN5torch8autograd9generated7details10copy_rangeERSt6vectorIN2at6TensorESaIS5_EESt4pairImmERKS5_@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd9generated7details10copy_rangeERSt6vectorIN2at6TensorESaIS5_EESt4pairImmERKS5_@plt;;
5317;python3.9;find_frozen;import.c:1336-1349;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";find_frozen;;
5298;python3.9;free_keys_object;object.c:2205-2210,object.h:422-422,object.h:496-496,dictobject.c:593-607;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";free_keys_object;;
5256;python3.9;get_basic_refs;weakrefobject.c:237-250,weakrefobject.c:256-256;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";get_basic_refs;;
5232;libtorch_python.so;_ZN3c106IValue7TagTypeINS_4TypeEE3getERKS0_@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c106IValue7TagTypeINS_4TypeEE3getERKS0_@plt;;
5213;python3.9;set_inheritable;fileutils.c:1244-1244,fileutils.c:1262-1271,fileutils.c:1305-1316,fileutils.c:1349-1350,fileutils.c:1356-1369,fileutils.c:1376-1376;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";set_inheritable;;
5173;libtorch_cpu.so;_ZN2at6native6linearERKNS_6TensorES3_RKSt8optionalIS1_E@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native6linearERKNS_6TensorES3_RKSt8optionalIS1_E@plt;;
5116;python3.9;PyLong_AsLongLongAndOverflow;object.h:628-628,longobject.c:1393-1393,longobject.c:1402-1408,longobject.c:1418-1421,longobject.c:1429-1432,longobject.c:1438-1442,longobject.c:1449-1450,longobject.c:1461-1465;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyLong_AsLongLongAndOverflow;;
5075;python3.9;PyContextVar_Get;context.c:191-202,context.c:210-238,context.c:244-249,pycore_pystate.h:55-55,object.h:408-408,object.h:487-487;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyContextVar_Get;;
5051;libstdc++.so.6.0.32;std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZSt16__ostream_insertIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_PKS3_l;;
5011;python3.9;PyLong_AsLongLong;object.h:422-422,object.h:628-628,longobject.c:1242-1287;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyLong_AsLongLong;;
5004;python3.9;builtin_next;genobject.c:143-148,genobject.c:154-158,genobject.c:179-179,genobject.c:197-208,genobject.c:216-218,genobject.c:224-231,genobject.c:241-247,genobject.c:253-257,genobject.c:270-271,pycore_pystate.h:55-55,errors.c:218-218,bltinmodule.c:1368-1375,bltinmodule.c:1382-1400,object.c:2205-2209,pycore_pyerrors.h:20-25,object.h:128-128,object.h:408-408,object.h:422-422,object.h:487-487,object.h:496-496,pycore_ceval.h:40-40;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";builtin_next;;
4999;python3.9;slot_tp_hash;unicodeobject.c:2305-2316,pycore_pystate.h:55-55,pycore_pystate.h:82-82,abstract.h:74-74,abstract.h:114-118,abstract.h:185-185,string3.h:52-52,pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:359-367,call.c:380-396,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,longobject.c:629-644,longobject.c:650-653,longobject.c:659-659,typeobject.c:1477-1482,typeobject.c:1489-1490,typeobject.c:1532-1532,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6671-6671,typeobject.c:6678-6678,typeobject.c:6689-6692,typeobject.c:6702-6703,typeobject.c:6715-6715;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";slot_tp_hash;;
4995;python3.9;float_pow;floatobject.c:118-129,floatobject.c:689-712,floatobject.c:719-744,floatobject.c:750-750,floatobject.c:757-761,floatobject.c:767-771,floatobject.c:783-783,floatobject.c:790-796,floatobject.c:805-805,objimpl.h:69-69,object.c:1824-1824,object.h:128-138,object.h:408-409,typeobject.c:1412-1415,typeobject.c:1425-1433;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";float_pow;;
4984;python3.9;subtype_dict;typeobject.c:2157-2158,typeobject.c:2188-2191,typeobject.c:2206-2207;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";subtype_dict;;
4958;libtorch_python.so;_ZN5torch15PythonArgParser16check_deprecatedERKNS_17FunctionSignatureE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch15PythonArgParser16check_deprecatedERKNS_17FunctionSignatureE@plt;;
4945;python3.9;_Py_BuildValue_SizeT;modsupport.c:526-533;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_Py_BuildValue_SizeT;;
4887;python3.9;_sre_SRE_Pattern_match;pycore_abstract.h:15-16,pycore_pystate.h:55-55,objimpl.h:69-69,object.c:177-179,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:127-127,obmalloc.c:572-572,obmalloc.c:595-595,obmalloc.c:603-605,obmalloc.c:627-629,obmalloc.c:683-685,obmalloc.c:1420-1422,obmalloc.c:1434-1439,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1916-1916,obmalloc.c:1923-1923,abstract.c:1331-1345,string3.h:85-85,_sre.c.h:195-235,_sre.c.h:242-247,_sre.c.h:257-257,_sre.c:198-202,_sre.c:365-384,_sre.c:405-424,_sre.c:430-452,_sre.c:460-463,_sre.c:470-475,_sre.c:563-568,_sre.c:602-611,_sre.c:2330-2334,_sre.c:2340-2373,object.h:128-143,object.h:408-408,object.h:422-422,object.h:496-496,object.h:628-628,longobject.c:623-644,longobject.c:650-653,longobject.c:659-661,typeobject.c:1412-1415,typeobject.c:1425-1433;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_sre_SRE_Pattern_match;;
4866;libtorch_cpu.so;_ZN3c104impl19PythonDispatcherTLS9set_stateEPNS0_13PyInterpreterE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl19PythonDispatcherTLS9set_stateEPNS0_13PyInterpreterE@plt;;
4855;python3.9;dict_new;pycore_object.h:74-79,dictobject.c:3338-3355,dictobject.c:3361-3361;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";dict_new;;
4852;python3.9;enum_next;pycore_pystate.h:55-55,enumobject.c:154-180,enumobject.c:186-187,enumobject.c:200-200,object.h:143-143,object.h:408-408,object.h:422-422,object.h:430-430,listobject.c:3181-3193,longobject.c:49-49,longobject.c:1155-1166,longobject.c:1176-1187;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";enum_next;;
4850;python3.9;_PyTuple_ClearFreeList;pycore_pystate.h:55-55,tupleobject.c:962-970,tupleobject.c:976-976,gcmodule.c:256-262,gcmodule.c:2350-2357,obmalloc.c:127-128,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1891-1891,obmalloc.c:1897-1897,obmalloc.c:1923-1923;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyTuple_ClearFreeList;;
4815;python3.9;dict_keys_inorder;pycore_pystate.h:55-55,tupleobject.c:68-76,tupleobject.c:88-93,tupleobject.c:104-104,tupleobject.c:114-120,object.c:1824-1824,compile.c:5796-5801,compile.c:5808-5811,object.h:133-133,object.h:408-409,object.h:422-422,object.h:430-430,object.h:628-628,longobject.c:499-499,longobject.c:510-520,longobject.c:526-530,longobject.c:536-548,longobject.c:556-559,longobject.c:568-568,longobject.c:585-585,dictobject.c:1776-1803,pycore_object.h:39-39,pycore_object.h:46-51;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";dict_keys_inorder;;
4801;python3.9;compiler_addop_load_const;compile.c:810-844,compile.c:1170-1180,compile.c:1187-1187,compile.c:1197-1209,compile.c:1219-1224,compile.c:1231-1239,compile.c:1246-1246,compile.c:1253-1267,compile.c:1273-1274,compile.c:1281-1289,compile.c:1295-1295,compile.c:1309-1329,compile.c:1375-1375,compile.c:1389-1395,string3.h:85-85,object.h:128-128,object.h:408-408,object.h:422-422,object.h:430-430,object.h:487-487,object.h:628-628,longobject.c:515-520,longobject.c:526-530,longobject.c:536-548,longobject.c:556-559,longobject.c:568-568,longobject.c:585-585;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";compiler_addop_load_const;;
4738;python3.9;map_next;pycore_pystate.h:55-55,bltinmodule.c:1248-1248,bltinmodule.c:1254-1256,bltinmodule.c:1267-1286,abstract.h:73-74,abstract.h:114-118,object.c:2205-2210,string3.h:52-52,call.c:38-39,call.c:57-57,object.h:408-408,object.h:422-422,object.h:430-430,listobject.c:3181-3193;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";map_next;;
4727;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;_typenum_fromtypeobj;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_typenum_fromtypeobj;;
4724;python3.9;zip_new;pycore_pystate.h:55-55,tupleobject.c:68-76,tupleobject.c:88-93,tupleobject.c:104-104,tupleobject.c:114-120,bltinmodule.c:2518-2518,bltinmodule.c:2525-2530,bltinmodule.c:2536-2543,bltinmodule.c:2552-2569,gcmodule.c:1394-1402,gcmodule.c:1439-1443,gcmodule.c:2256-2260,gcmodule.c:2269-2287,objimpl.h:69-69,objimpl.h:84-84,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:680-685,obmalloc.c:1434-1439,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,abstract.c:19-19,abstract.c:2660-2672,string3.h:85-85,object.h:133-143,object.h:408-409,object.h:422-422,object.h:430-430,typeobject.c:1045-1055,typeobject.c:1061-1061,typeobject.c:1068-1068,pycore_object.h:39-39,pycore_object.h:46-51;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";zip_new;;
4676;python3.9;_Py_HashPointer;pyhash.c:137-137,pyhash.c:143-149;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_Py_HashPointer;;
4673;python3.9;_in_weak_set;_abc.c:133-138,_abc.c:145-148,object.h:422-422,object.h:430-430;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_in_weak_set;;
4658;python3.9;bitwise_xor_rule;pyarena.c:106-123,pyarena.c:182-183,pyarena.c:190-191,pegen.c:489-497,pegen.c:505-509,pegen.c:728-729,pegen.c:735-748,pegen.c:794-804,parse.c:9391-9392,parse.c:9398-9398,parse.c:9409-9444,parse.c:9455-9465,parse.c:9473-9474,parse.c:9481-9486,parse.c:9492-9493,parse.c:9500-9500,parse.c:9506-9506;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";bitwise_xor_rule;;
4657;python3.9;PyObject_CallOneArg.lto_priv.7;pycore_pystate.h:55-55,pycore_pystate.h:82-82,abstract.h:73-74,abstract.h:114-118,abstract.h:177-177,abstract.h:185-189,string3.h:52-52,pycore_pyerrors.h:14-14,call.c:38-39,call.c:53-57,call.c:359-367,call.c:380-396;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_CallOneArg.lto_priv.7;;
4626;python3.9;_PyPegen_update_memo;pyarena.c:106-123,pyarena.c:182-183,pyarena.c:190-191,pegen.c:489-498,pegen.c:504-515;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyPegen_update_memo;;
4624;python3.9;_PyPegen_name_token;unicodeobject.c:5182-5182,unicodeobject.c:15701-15701,unicodeobject.c:15708-15719,unicodeobject.c:15726-15735,unicodeobject.c:15741-15742,abstract.h:155-155,abstract.h:162-162,pyarena.c:106-123,pyarena.c:182-183,pyarena.c:190-191,pyarena.c:205-205,object.c:2205-2209,pegen.c:45-55,pegen.c:83-84,pegen.c:91-91,pegen.c:99-112,pegen.c:794-804,pegen.c:848-853,pegen.c:863-865,Python-ast.c:3137-3146,listobject.c:40-40,listobject.c:46-46,listobject.c:62-73,listobject.c:79-85,listobject.c:302-305,listobject.c:311-315,listobject.c:322-322,object.h:143-143,object.h:408-408,object.h:422-422,object.h:628-628,bytesobject.c:1210-1215,import.c:1512-1512;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyPegen_name_token;;
4610;python3.9;_PyPegen_fill_token;pyarena.c:205-205,objimpl.h:69-69,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:605-605,obmalloc.c:680-685,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,tokenizer.c:1838-1839,pegen.c:311-320,pegen.c:359-359,pegen.c:539-545,pegen.c:590-596,pegen.c:613-617,pegen.c:623-637,pegen.c:644-649,pegen.c:658-678,pegen.c:685-686,string3.h:52-52,string3.h:85-85,object.h:133-143,object.h:408-409,object.h:422-422,object.h:628-628,listobject.c:40-40,listobject.c:46-46,listobject.c:62-73,listobject.c:79-85,listobject.c:302-305,listobject.c:311-315,listobject.c:322-322,bytesobject.c:66-71,bytesobject.c:81-90,bytesobject.c:100-106,bytesobject.c:115-115;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyPegen_fill_token;;
4607;python3.9;parse_field;unicode_format.h:54-55,unicode_format.h:554-554,unicode_format.h:562-576,unicode_format.h:589-589,unicode_format.h:596-598,unicode_format.h:604-610,unicode_format.h:617-630,unicode_format.h:638-647;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";parse_field;;
4578;python3.9;PyNumber_Long;pycore_pystate.h:55-55,abstract.h:171-172,abstract.c:19-20,abstract.c:1412-1412,abstract.c:1419-1435,abstract.c:1442-1457,abstract.c:1464-1507,object.h:128-128,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyNumber_Long;;
4574;python3.9;unicode_endswith;unicodeobject.c:13870-13883,unicodeobject.c:13890-13909,object.h:408-408,object.h:628-628;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";unicode_endswith;;
4559;python3.9;_PyDict_GetItemStringWithError;object.c:2205-2209,object.h:422-422,dictobject.c:1496-1505;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyDict_GetItemStringWithError;;
4532;python3.9;PyException_SetContext;exceptions.c:358-360,object.h:496-496;0.02;0;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyException_SetContext;;
